tweet_preprocessed;label
pramono anung usaha bangkit semangat olahraga jakarta cipta lingkung mana olahraga jadi bagi penting hidup seharihari masyarakat;Positif
mimin ngingetin nih buat kamu warga jateng jangan lupa saksi debat cagub jateng kenal tentu pilih;Netral
pasang justru sepakat serang pasang gak peduli program tawar;Negatif
calon wakil gubernur jakarta nomor urut rano karno ungkap fakta jakarta mungkin kembang sektor tani skala besar;Netral
bahas ikan kail kolam tambah makan ikan uang bagi;Netral
calon gubernur jakarta nomor urut dharma pongrekun kata daya masyarakat pulau ribu tanam rumput laut sampai debat calon gubernur wakil gubernur jakarta hari;Netral
jauh momen paling lucu adl tanya tanya;Netral
pramono milik rencana kurang macet jakarta lalu kembang transportasi publik lebih baik jalan lebih nyaman efisien;Positif
tanggap sub tema tata mukim rano karno sebut tata kampung libat warga jauh warga mata cahari;Netral
hot jakarta jakarta makin nyala bagai elemen masyarakat satu suara dukung mas pram bang doel kini aliansi masyarakat sunda jakarta deklarasi dukung mas pram bang doel;Positif
pramono anung ajak semua warga masuk rantau mang bersamasama bangun jakarta jadi kota lebih baik harmonis;Positif
percaya id game promo bonus to referral klik;Netral
rispek kang emil minta ngaku gak perfect suka tanya mas pram tajem sopan;Netral
mungkin debat hny bagi kecil masa kampanye dampak thdp tingkat pilih elektabilitas;Negatif
ketawa rem;Netral
debat pilgub dki bakal seru sih;Negatif
anyar smrc publikasi hasil survei elektabilitas pasang calon pilgub jakarta pasang nomor urut pramono anungrano karno unggul pasang calon lain unggul elektabilitas pramonorano;Positif
ribu tenaga kerja bongkar muat tkbm labuh tanjung priok deklarasi dukung pasang cagubcawagub dki jakarta pramono anung rano karno ayu ting ting gen ppn jepang sri mulyani;Positif
uhuk uuhuk;Netral
hahahahaha mulai deh nyindir kota apung;Netral
gimana nyerang campur nyinyir gitu sih semua;Negatif
banyak data ditunjukkin yah nama pro kontra ingsun rakyat lihat lihat bukan wacana;Netral
semangat sukses kamu doa moga jadi pimpin jakarta ikut;Positif
mas pram bang doel rano bantu keluar ijazah anak bu fitria kendor coblos nomer tgl november gubernur wakil gubernur jakarta;Netral
jadi tanya anies sylvi;Netral
suasana debat kandidat dua pilih gubernur sumut;Netral
cawagub pasang rk sama nabi anggur ingat semua kasus nista agama laku selalu tahan tangkap suswono nista nabi anies sore darius ppn bahlil csat hun pink sc ivan kebo parker;Negatif
untung gapunya tipi jadi ga nonton;Netral
saksi papar visi misi tiga paslon gubernur wakil gubernur jakarta rangkai program sekarang kompastv ;Netral
jumat berkah jumat tuju jalan menang warga jakarta sama mas pram bang doel kaga ribet deh;Positif
rangkul emakemak diskusi pramono anung tunjuk suara masyarakat sangat arti langkah positif tuju perintah lebih demokratis;Positif
besok kalo debat ga usah ajak lah kagak ngerti materi;Netral
debat mata najwa jauh lebih tarik lebih seru debat kpu;Netral
terima kasih pak pilih usaha terus wujud;Positif
dukung rantau mang pramono anung langkah tuju jakarta sejahtera harap bantu wujud kota lebih baik semua warga;Positif
gambar akhir kek gencet tronton tanjung priok;Netral
tonton debat akhir pilgub dki jakarta sekian lama stop liat politik haha;Netral
salah satu paslon bek ngabe bungut omong kosong;Negatif
ratus buruh jakarta mengatasnamakan diri rawan buruh sahabat pramdoel deklarasi dukung pasang calon gubernur wakil gubernur jakarta nomor urut pramono anungrano karno;Netral
tempodotco halang nonton televisi buka halaman;Netral
semua paslon ngikut program tanya kalau ingin jadi ikut ngapain nyalon jadi pimpin tetap pramdoel pilih baik;Netral
strategi ajar motivator jual produk;Netral
pramono anung janji ubah tunjuk komitmen realisasi harap warga dekat inklusif buat masyarakat rasa libat proses bangun;Positif
pak anies maju sayang data salah better than paslon;Netral
buruh sejahtera;Positif
ingetin sama pak presiden nih geser bukan gusur;Netral
tanya baik mpok rentet kalimat tanya lagimas anis jawab;Netral
ayo pak ahok semangat teruss;Positif
gilir wfh karyawan senang bos senewen;Netral
baca berita bikin mules pasang rido udah kemarin liat foto pak anies bareng mas pram bang doel sekarang luhut binsar panjaitan perintah rawan bravo bikin dukung pramonorano yuk yuuk menang satu putar;Netral
first time w liat ahok debatcagub kok w ngakak y pdhl demo islam brani jwbn nya pling bagus antara;Netral
penghianat suruh balas budi prabowo pernah tolong imam mahdi asal yaman pilgub dki debat capres leceh prabowo emang sial dangkal dah imam mahdi asal yaman;Negatif
aku yakin warga jakarta tahu mana layak mana ekor;Netral
pramono anung tunjuk rasa empati tinggi warga mang beliau terima dukung komitmen perhati butuh;Positif
saparinah sadli aktivis ham senior mas pram minta doa spirit energi pilgub jakarta rumput malam jumat;Netral
pancing emosi serang kanankirinya;Netral
anies sandi paslon hadir bawa adil semua;Netral
prediksi debat pilgub dki minggu;Netral
pongrekun ngomong apasih;Netral
tema besar angkat jadi tema perdana debat pilih gubernur jakarta kuat sdm transformasi jakarta jadi kota global;Netral
tiba jiexpo pasang calon gubernur wakil gubernur jakarta pramonorano sambut kelompok pria kena beskap lengkap blangkon;Netral
cagub pramono anung sampai apresiasi gubernur jakarta belum sutiyoso foke ahok jokowi anies atas kontribusi bangun ibu kota;Positif
debat calon gubernur sulawesi tenggara;Netral
tetap semangat nonton walaupun kakak ira koesno ;Positif
nyata tutup dharma pongrekun pasti warga jakarta nganggur perut kenyang semua sekolah usaha besar kecil dukung hapus pb umkm jadi tinggal;Netral
mas jawab terimakasih cukup maju pilkada jakarta usai doa dharma jadi presiden debat pilgub dki;Netral
absolutely gagah ganjar gandeng heru mention masuk pasang ganjar heru menang telak;Netral
siapa pertama singkir ajang cagub dki;Netral
ahokers anak abah satu menang mas pram bang doel mantap jakarta lebih baik buat pilih nomor solusi;Netral
santun mesra firza teriak bunuh ahok;Negatif
ramai gaesss hajat jakarta nyala catat tanggal sabtu november pukul wib tempat stadion madya gbk jangan lewat tel aviv antony bighit dian sastrowardoyo;Netral
aliansi buruh labuh jakarta dukung mas pram bang doel mantap hari nambah terus dukung optimis menang satu putar;Positif
biar foto bicara;Netral
jawab ibu susanti buat netizen penasaran;Netral
demen ngeliat debat sih haha gue bukan neng liat debat macem nya lihat siapa bener kualitas;Netral
sang eksekutor baik mulai aksi gagas mantap ;Positif
luput debat pilkada bahasa tubuh masingmasing pasang cawagubdki djarot;Netral
paslon cagub cawagub nomor urut pilkada jakarta dharmakun tiba lokasi debat dua pilkada jakarta hari;Netral
pramdoel percaya diri curang masif seluruh selenggara pilkada jujur adil netral tarung sehat chiatatotheleadwave lpdp milky kapolri savesaiddidu timnasday;Negatif
calon gubernur pramono anung damping once mekel laksana giat sosialisasi program kerja jakarta nyala warga grogol selatan kebayoran lama jakarta selatan;Positif
rk kalo program gagal disalahin gubernur sekrng kalo hasil program punya;Negatif
profil effendi simbolon politis pdip tikung pramonoanung pilkada jakarta pilih dukung ridwan kamil lewat;Negatif
pramono anung cipta momen harga cipinang dengar langsung suara emakemak contoh nyata demokrasi libat semua elemen masyarakat;Positif
dar ingat ketidakadilan tata ruang sematamata jadi kumuh ekstrem akar bangun kota adil eksploitasi bangun buruk dampak krisis iklim;Negatif
aliansi paguyuban urang sunda lebih pilih dukung pasang cagubcawagub jakarta nomor urut banding cagub nomor urut ridwan kamil;Positif
kemanamana bawa bolpoin sama buku kecil catat semua keluh masyarakat serius niat bener mas pram jakarta lebih baik masalah semua calon warga catat kerja kelak pilih bismillah insyaallah diijabah niar baik;Positif
calon wakil gubernur jakarta nomor urut suswono sorot jakarta ada posisi kota polusi dunia ridwan kamilsuswono target tanam juta pohon jakarta;Positif
nyata impi warga jakarta sama rido;Positif
mas pram hidup tamantaman jakarta belum operasional jam jadi jam jadi suasana kota lebih hidup;Positif
simak visi misi revitalisasi kampung baik sanitasi tambah rth regulasi industri emisipolusi tambah ev transum seawall tambah manpower pasu oren denger paslon gue paling jelas;Positif
anies soal didik nyata hari jakarta anak apm angka partisipasi murni;Positif
ahok djarot paling banyak sabar;Positif
cuma bilang;Netral
debat ira kusno bintang debat antasari azhar debat siapa;Netral
ah benerrr bukan balik blok gue sampe pindah haluan gara byk bohong fitnah dukung junjung contoh ngaku usung anies pilgub dki fo;Negatif
akhir dinamika politik sarat penting bagi realitas politik hadap masyarakat penting tetap kritis cerdas nilai ubah jadi;Positif
kpu provinsi jakarta sedia segmentasi khusus cagub cawagub saling jawab debat perdana pilgub jakarta oktober datang kpu larang guna singkat istilah familiar;Netral
siapa indikasi erat mafia tanah bandung konflik dago elos delapan tahun usaha caplok tanah warga bandung mafia tanah diam perintah tempat kes unsur biar;Negatif
bawah langsung lejit lebih agencynya siapa;Netral
atas konflik agraria iring tambah duduk ridwan kamilsuswono bangun dialog titik temu bangun huni vertikal integrasi pusat ekonomi transportasi publik;Positif
paslon anies sandi tegas tolak reklamasi jakarta;Positif
rawan buruh sahabat pramdoel komitmen dukung visi pasang mas prambang doel hadir bijak pihak sejahtera buruh cipta lapang kerja lebih luas jakarta;Positif
tuju pak gaskeun ;Netral
sambut seremonial gak perlu;Netral
gelagap ayo dunk wakil kasih bicara;Netral
pak anis cocok jadi dosen ajar pak ahok maju trusss;Positif
halahanda mmng puja pandai olah kata debat debat capres puja rendah orang bawa pilgub dki menang kritik lah benar tampak;Negatif
ahok djarot selesai bangun rakyat jakarta;Positif
mention masuk pasang ganjar heru menang telak pertama ganjar pranowo;Positif
santun mesra firza teriak bunuh ahok;Negatif
ramai gaesss hajat jakarta nyala catat tanggal sabtu november pukul wib tempat stadion madya gbk jangan lewat tel aviv antony bighit dian sastrowardoyo;Netral
aliansi buruh labuh jakarta dukung mas pram bang doel mantap hari nambah terus dukung optimis menang satu putar;Positif
biar foto bicara;Netral
jawab ibu susanti buat netizen penasaran;Netral
demen ngeliat debat sih haha gue bukan neng liat debat macem nya lihat siapa bener kualitas;Netral
sang eksekutor baik mulai aksi gagas mantap ;Positif
luput debat pilkada bahasa tubuh masingmasing pasang cawagubdki djarot;Netral
paslon cagub cawagub nomor urut pilkada jakarta dharmakun tiba lokasi debat dua pilkada jakarta hari;Netral
pramdoel percaya diri curang masif seluruh selenggara pilkada jujur adil netral tarung sehat chiatatotheleadwave lpdp milky kapolri savesaiddidu timnasday;Positif
tiga ki sopo tigaaaaa wisatasemarang sesi tampil gemilang tetap;Positif
pramono anung sosok mampu jalin dekat masyarakat berani panggil emakemak panggung tunjuk komitmen libat semua lapis masyarakat bangun jakarta;Positif
tuuu kan toloh pernah dukung mayoritas warga jakarta kini mendukubg mas pram bang doel pimpin jakarta coblos no mas pram bang doel;Positif
yok datang ramai hajat gaes kampanye akbar kampanye akhir pasang mas pramono anung rano doel karno hari sabtu november lokasi stadion madya gbk mulai jam wib coblos no brsri;Positif
paslon sering serang kubu lawan nya bahkan konspirasi calon cupu;Negatif
proses nyata banjir jawa barat hasil atas atas data jadi per tahun turun ridwan kamil alam konkrit layak mimpin jakarta p dapse;Positif
calon gubernur nomor urut ridwan kamil rk aku baper singgung kerja pimpin jawa barat utama kait nyaman teman disabilitas;Netral
pj gubernur dki saksi debat pilgub jakarta publik lihat siapa pilih november;Netral
integritas pramono anung calon gubernur tak ragu dukung tokoh muhammadiyah bukti sosok andal pimpin jakarta;Positif
cek fakta debat calon gubernur dki jakarta nomor urut pramono anung sebut banyak ribu orang anggur jakarta benar baca verifikasi data sini;Netral
halo pak sunda kelapa tak hubnya phn kelapa;Netral
pilih ridwan kamil deh jangan;Netral
rawan buruh deklarasi dukung pramono yakin menang satu putar jakarta calon gubernur jakarta nomor urut pramono anung yakin menang kontestasi pilih gubernur jakarta satu putar;Netral
simak papar visi misi tiga paslon pilih indoneisia debat dua pilkada jakarta minggu oktober mulai pukul wib live cnn indonesia tv;Netral
pramono anung tunjuk peduli partisipasi perempuan olahraga takut hadir tanding;Netral
anies puisi kmpung deret sma rusun otak dengkuk lapang lihat mungkin sempit oon;Positif
tempodotco istitimo anies sikap tegas distributor narkoba lembut kpd korban;Positif
ahok mohon doa restu ibu jelang debat cagub dki januari lewat;Positif
pramonorano kata masyarakat pulau ribu sangat butuh spbu apung pilih pramonorano sedia spbu apung awas ketat bocor;Positif
rdo dukung jakarta kota umkm;Positif
agus soal ruang buka hijau pertama revitalisasi rth;Netral
kyk pak bibit min tggjwb walikota d transportasi pasang no jawab tanggungjawab pusat;Netral
waktu paslon ngomong semua langsung tanggap kumur;Negatif
kok visi misi wh andika kayak pernah baca visi misi sman;Negatif
lah coba gimana bang rano karno si doel salah sebut data masalah neh;Negatif
debat pilgub dki jakarta kurang mimbar kalo mimbar masjid malah makin kira politik agama wkwkwk yaudah bang nikmat hasil propaganda rezim;Negatif
bikin rumah dp djarot bagaimana cara tuh pak anies;Negatif
dekat sahabat pramono anung hasil jalin percaya masyarakat salah satu kunci sukses pimpin efektif;Positif
apkh nasib korban gusur dtglah kp akuarium saksi id;Netral
nah baru ide sederhana bagus buat ibu susu;Netral
balaikota buka warga;Netral
intip arena debat akhir cagubcawagub banten;Netral
coba siapa ngasih data pulau reklamasi rancang masa soeharto;Negatif
yes menang kan putar mas;Positif
nah keren pimpin rendah hati g otoriter tunjuk akhlak baik mas minta maaf sama customer laing ken ganggu;Positif
tak situ selang hari langsung estafet acara kantor hari imgs aku jadi salah satu bicara mbak najwa udah huruhara harihari jiaaah konser zb aku nuker tiket buat jastip terus hari minggu lanjut debat pilgub dki sibuk;Netral
ribu personel aman kawal debat dua pilgub dki jakarta;Netral
coba sini debat sama aku pilgub dki kalau berani sihh kan dukung sono cuman berani koarkoar berani debat soal kalau kasih fakta data malah kelonjotan;Negatif
semua atur balai kota ridwan kamil punya cara;Positif
pilih paslon anis sandi lebih bijak santun bicara cerdas nyata kerja ingat anis sandi;Positif
rido jamin tahan pangan warga dki kjp plus jaman pak aniesbaswedan tingkat;Positif
debat saling sombong diri;Negatif
tahan pangan lama rido jadi gubernur;Netral
serang penuh nafsu emosional panjang debat;Negatif
ketauhan paham ahok soeharto lebih dalam;Negatif
selesai pilkada ga usah nunggu tgl nov menang anies bapak politik identitas indonesia;Netral
jadi motivasi debat cagub dki smalam karna;Netral
benci hina caci malah inspirasi;Positif
terus sebar baik moga mas pram bang doel pilih ijazah anak tahan sekolah kampus jakarta bantu;Positif
nomor tetap masuk akal nomor konsisten hafal nomor tahan mimpi;Netral
kpu dki usung tema ekonomi sejahtera sosial debat dua pilgub jakarta;Netral
hot jakarta mas pram bang doel selalu hati warga jakarta pimpin jakarta hati penting warga jakarta bukan penting elit tentu;Positif
makin semangat hari tuju coblos makin nyala warga jakarta siap awal mas pram bang doel jadi gubernur jakarta tel aviv dian sastrowardoyo lpdp kouhaku amorim;Positif
interaksi pramono anung emakemak cipinang tunjuk pimpin paham penting libat masyarakat bijak;Netral
now back to workkerja kerja kerja hasil dollar;Positif
debat perdana pilgub jakarta kpu dki siap laku baik;Netral
jangan suara warga jakarta akal kawal terus;Positif
cawagub jakarta nomor urut kun wardana perlu beri lapang kerja semua warga jakarta dapat dapat layak;Positif
program no koq byk cuman program program jitu manahahaa;Positif
calon gubernur jakarta dharma pongrekun tegas penting mandiri internet lindung data pribadi masyarakat jakarta utama seluruh indonesia;Netral
politik riang gembira bukan dar kata semua fokus tuju;Positif
kurang seru format debat moderator kurang hidup debat;Negatif
lek jare ibu sing penting iso ngomong terus sorak horeeeyy;Positif
rakyat cerdas kritis tentu pilih walaupun ridwan kamil jago jokowi mata rakyat tetap ga anggap rekam jejak gagal jabar jejak digital hina kpd warga jakarta kalimat kotor luka warga jakarta;Negatif
dekat inklusif pramono anung usaha jangkau semua kalang masyarakat jakarta langkah positif bangun kota lebih harmonis;Positif
paslon sama nanya soal aguan boro ahok situ temenan;Negatif
jelang debat tiga akhir elektabilitas pramonorano tinggi rata semua wilayah;Positif
jadi pimpin cuma satu adil pihak terima suap ahok;Negatif
kok debat hibur gin lupa nanya;Negatif
makna pakai kena ridwan kamil suswono;Netral
mantap pak;Positif
personel polisi kerah jelang debat tiga pilgub dki pasti ancam via;Negatif
libat korupsi jabat kasih pilih mundur pecat kata no;Negatif
jakarta orang sunda buat paguyuban urang sunda rasa pilih pimpin asal suku sama;Netral
dak perlu jatuh tpi program sendiri ambisi sendiri;Negatif
urang sunda jakarta ayuk ramerame bareng aliansi masyarakat sunda nyoblos mas pram bang doel biar kerja jakarta hidup makin baik iring program terap pasang nomor;Positif
cara pakai sok agam laku kaya preman punya etika moral debat;Netral
sandi batal hadir debat stasiun tv swasta alas cawagubdki;Positif
aku sehat ahok djarot percaya diri hadap debat cawagub;Positif
suka suka ahok anies memang punya basis massa kuat turn out dua kuat dasyat percaya bikin bestie;Positif
jkt tnp rk dukung cek n ricek rekam jejak akhir ludah muka sendiri dukung orang hina ndak rugi rugi dong marwah harga diri leceh kok malah dukung bingung aku;Negatif
warga dki sejahtera anies milik rumah milik air cawagubdki sandiaga;Positif
live huehuehue koe teko lgsng tanya jawab;Netral
 anies  ira koesno  pak djarot   wib;Netral
pasang calon gubernur wakil gubernur jakarta ridwan kamilsuswono rido sampai visi misi debat dua pilgub jakarta;Netral
bagaimana how kaifa piye jelas rakyat biasa dengar calon eksekutif ngurus ibu kota;Netral
dukung kuat warga mang pramono anung rasa optimis bawa ubah positif pimpin jakarta harap baru mulai tumbuh kalang masyarakat;Positif
dukung pak anies untk pak pram n bang rano sebut dasar prioritas dua masyarakat miskin jadi titik sama sri mulyani ppn gen jepang ayu ting ting;Positif
miskin ekonomi sejahtera sosial jadi fokus kpu dki jakarta debat dua pilgub jakarta dorong kandidat rumus bijak atas senjang sosial;Positif
ga ngarti pak anis ngomong kurang jelas jelas;Negatif
drkeon b goldsmiths jemur topless buat bahagia gong xi fa cai;Netral
gue bahkan ga nonton debat pilgub dki udah dki kan bukan dkj;Negatif
mas pram bang doel bukan atas dua jadi layan masyarakat jakarta layan hati gimik janji kosong kerja keras buat jakarta nyala;Positif
sandiaga uno kerja sama sylvi baru keren niy;Positif
calon gubernur jakarta pramono anung bicara rencana dengar aspirasi masyarakat dialog warga pejaten timur tunjuk harga masuk masyarakat;Negatif
coba cobauntuk warga kok coba coba;Negatif
wah kok sesi rumah suara anis hilang paslon rugi nih;Negatif
jadi tanya apas mas nanya nonjok ni d;Netral
debat pilgub dki liverpool vs madrid debat pilgub dki mu vs stoke city vs derby county a;Negatif
laju beban bak kuda hitam hajar kiri kanan sangat kejut tekuk ahok telak;Negatif
untung bekas gak kedapetan pil pahit polarisasi pilgub dki dampak positif dana hibah rute tj sampe bekas kalau era jadi silah debat beda jangan hakim;Negatif
tanya soal didik pasang pak bibit keteter;Negatif
menang elegan rakyat jadi cerdas;Positif
tuding suka nyebar fitnah ahok balas agus cawagubdki sylvi;Negatif
debat pamungkas jadi bukti ahok anies beda kualitas;Negatif
liat trending komentator tim ajar nulis bahasa inggris;Netral
bukan taktik debat dicapaitapi hasil kerja pak u amanat rakyat;Positif
anies birokrasi pemprov dki rapor merah gagal layan masyarakat sandiaga;Negatif
organisasi buruh labuh nyala siap dukung no mas pram bang doel;Positif
disertasi tunda ayo warga jakarta tumbang oligariki menang mas pram rano karno ppn naik;Negatif
halaaaaah;neag
nah gin dong jadi pimpin sayang rakyat nya wkwkw dharma pongrekun;Netral
komisi pilih umum kpu jakarta usung tema transformasi jakarta tema debat pertama pilgub jakarta debat gelar hari minggu tanggal oktober;Positif
mas agus tak buat pns dki rasa ancam;Positif
kalo tingkat pecat;Positif
perlu tanya bagaimana pandang calon thdp fpi;Negatif
rantau mang upaya hadir mandiri ekonomi masyarakat jakarta dukung pramono anung harap cipta ekosistem dukung laku usaha lokal;Netral
nyala abangkoe;Positif
cagub daerah khusus jakarta dkj nomor urut pramono anung mas pram sambut gembira dukung kaum buruh janji juang upah minimum provinsi ump baik buat buruh;Positif
saat serang serang;Negatif
pesan bang ray tanya debat cagub malam;Netral
paslon nampak cuma teori;Negatif
warga turun banyuwangi berktp jakarta semua dukung mas pram bang doel coblos nomer pilkada jakarta;Positif
pramono ridwan sama otak mesum susu minded warga dki jakarta pilih dharma pongrekun kun wardana gub wagub dki jakarta persija jakarta pilkada abah banteng jakarta barat jakarta timur jakarta selatan jakar;Negatif
komitmen anies terima kasih pak jono;Positif
jakarta ridwan kamil;Netral
wooo pantes karakter idola gatotkaca tank defensive makanya politiknnya jg riang gembiraga serang mas emang asyik bukti kerja keras buat blio smp sini siap bikin bareng bang doel;Positif
ngobrol serius oke ngobrol santai oke ngobrol siapa cagub jakarta mas selalu siap siaga;Positif
bukan warga dki seru ikut giat calon pempimpin dki;Positif
baru satu sesi udah liat mana cuma janji mana kerja nyata mana sedang imajinasi;Negatif
kok ngeri sama program ridwan kamil soal m per gak bayang korupsi;Netral
whandika berat jadwal debat putar dua;Netral
baru rispek kang emil eh closingnya enggak banget pake bawa hubung baik presiden alir dana lancar gilak kuat vibe ordal bibit korupkolusi gak nyangka segitu insekyur smpe sebut beking meh;Negatif
anies tak nonton debat pilkada jakarta pilih nonton john legend sama istri mantan gubernur dki jakarta anies baswedan tonton konser john legend anies rencana tonton debat perdana pilgub dki jakarta;Negatif
nobar debatcagub dki dua yuk broosekalian bawa data bps ntr g ajarin loe dehh baca gimana;Netral
hahahakocak lihat tingkah;Positif
pramono anung dorong partisipasi remaja bagai giat olahraga libat organisasi acara olahraga harap tumbuh rasa cinta olahraga sejak dini;Positif
pramono anung percaya olahraga cara efektif libat anak muda giat positif;Positif
lha orang ahok niat cawapresnya joko kog ditanyain berani jawab djarot mbak ira;Negatif
dukung rantau mang pramono anung tunjuk ingin kontribusi ambil putus pengaruh masyarakat langkah tuju perintah lebih baik;Positif
gak dki gak jabar sama pilgub sulit dah lah nonton debat nya tonton makna benar;Negatif
nungguin calon pimpin milik fokus baik moral;Positif
kali angka sandi sebut oke oce malam;Netral
siap;Netral
lihat bu silvy lama didki nyata tau bahkan data salah;Negatif
pimpin baik pikir rakyat ;Positif
semangat pak  tanya soal didik pasang pak bibit keteter;Negatif
panas hasil survei elektailitas pilgub dki jakarta jelang debat perdanal rksuswono unggul via;Positif
mas pram memang yogia bijak pengaruh besar publik libat guru tinggi kelompok komunitas;Positif
jooooosh ajang gengsi ajang unjuk gigi bukan unjuk hati sesuai nurani   ;Negatif
hadir deklarasi warga mang pramono janji mudah izin usaha calon gubernur jakarta no urut pramono anung dapat dukung forum rantau mang jakarta pramono aku mudah izin usaha;Positif
hari tuju coblos makin semangat makin nyala warga jakarta siap awal mas pram bang doel jadi gubernur jakarta;Positif
berani ajak emakemak bicara langsung pramono anung tunjuk percaya kuat suara rakyat langkah positif tuju demokrasi lebih baik;Positif
jangan guna fitnah dong buat menang cagub ga halal fitnah lebih kejam bunuh;Negatif
harus komeng buat dki gue yakin komeng menang telak siapa lawan masuk anis sekalipin pas debat pilgub anis vs komeng wkwkwk;Positif
semua dukung mas pram bang doel satu putar jakarta nyala sahroni carok pc dian sastrowardoyo;Positif
kalau ibarat team sepakbola dki real madrid alias team kaya kalau masuk peringkat degradasi pie;Netral
kritik mah kapan kali masa tunggu program jalan dulu baru kritik kayak waktu debat pilgub dki pak ahok kritik dp tuh padahal program bom jalan;Negatif
saksi debat cagub hendropriyono bilang;Netral
rakyat sambut penuh hangat;Positif
pening denger ahy ngomong ngapalnya gak ilang;Negatif
karwo blunderdia bilang lebih penting entas orang miskin garap bidang didik lha long term nya gimana;Positif
absolutely ganjar sesi tampil gemilang tetap;Positif
sampai visi misi ga perlu nyerang calon kaliii masss;Positif
buka debat anies ucap gong xi fa chai ahok sandiaga cawagubdki;Netral
gaya tiga pasang cagubcawagub debat akhir pilgub dki;Netral
paslon soal reklamasi;Netral
debat dua pilgub jakarta gelar oktober kpu dki segera bahas lokasi tema jakarta debat antar calon gubernur wakil gubernur pilkada jakarta perdana;Netral
hibur minggu lihat debat pilgub dki ngawur semua jir calon;Negatif
geser dikit;Netral
berantas stunting penting;Positif
moga harap warga wujud;Positif
kunkaga nyambung jawab luridwan kamil mah demen ngadepin kaya giniwkwkwk;Positif
justru lebih gampang ngalahinnya masuk putar dua banding lawan meski ngeliat karakter pak anies suka tantang beliau lebih sreg lawan pas debat biar lebih seru bakal kayak david vs goliath dim;Positif
yaudah be smart kalian punya ktp jakarta;Positif
begini cara ahok hadir air bersih warga jakarta cawagub djarot;Positif
daya lama lei mo sampe rumah striming jo te biar ikas atam at poigar pic;Netral
sabtu pasang jabar bahagia tampil debat publik pilgub jabar putar dua hotel patra cirebon tema budaya inovatif jawa barat gemah ripah repeh rapih sama wujud jabar maju sejahtera harmonis;Positif
kgn gencar konsolidasi hingga tingkat lurah menang pramonorano;Positif
bilang pimpin dki kalo urus gin ga pada anies pecat tri;Negatif
iman pilih se iman ktanya layan msyarakat layan kq maki tua periksa grogol biar sehat;Negatif
mas agus closing statementnya ambil kalimat mc moderator;Netral
pepo sedang sibuk atur strategi ikut;Netral
pramono anung milik wawas luas butuh masyarakat utama sehat sejahtera langkah penting bangun jakarta lebih baik;Positif
pramono anung fokus renovasi fisik tingkat aksesibilitas pasar minggu komitmen pasti pasar akses semua kalang masuk sandang disabilitas cipta lingkung inklusif;Positif
kan bentar debat pilgub dki bang;Netral
calon gubernur jakarta ridwan kamil kata jakarta jadi kota adil rk pilih jadi gubernur warga rasa adil lapor diskus;Positif
pramono anung sosok bicara ubah komitmen wujud rencana tingkat insentif tunjuk serius maju jakarta;Positif
mulai hari beach city ancol dukung paslon heboh banget paling heboh sapa kalo bukan paslon;Positif
tempodotco dikoktara sylvi reformasi birokrasi pertama ramping struktur kaya fungsi;Positif
debat cagub jadi ricuh paslon nomor urut keluar kaos;Negatif
ahok djarot udah bukti paling realistis professional cuma niru nih pimpin pilih rakyat cerdas;Positif
bukan narasi channel maksut gue tiap jubir undang acara debat tv selalu ngomong ajaib pilgub dki cuma orang sok intelek twitter sok savage kira polit;Negatif
koe teko lgsng tanya jawab;Negatif
tuju mbak jahanam gak tau diri mbak ntn debat pilgub dki;Positif
mantap nih arak arah buruh labuh dukung mas pramono bang rano jadi gubernur jakarta anies arab bahrain rumput arhan mitoma eliano;Positif
aliansi masyarakat sunda deklarasi dukung pramono rano aliansi masyarakat sunda jakarta gak rido kang prakar mike tyson jepang;Negatif
jatim jateng jabar dki jngn kuasa boneka mulyono;Negatif
suswono layak masuk bui;Positif
calon wakil gubernur dki jakarta nomor urut kun wardana meta sumber masalah banjir jakarta terang tiga sumber masalah banjir jakarta;
komisi pilih umum kpu dki jakarta kata pihak terap atur teknis pasang calon paslon debat pilgub jakarta datang salah satu paslon guna akronim singkat debat langsung nah;
makin yakin;
debat pilgub mulai ko ga rame yaberasa sepi pilkada dki taun;
cawagub jakarta nomor urut rano karno tanya soal masalah transportasi warga pulau ribu dharma pongrekun dharma malah bahas soal rumput laut;
moga jakarta pebih maju pilkada jalan damai bagaimana simbol damai;
rantau mang tunjuk komitmen kuat didik dukung pramono anung percaya didik kunci cipta generasi lebih baik jakarta;
jangan pancing emosi pak sabar sabar;
nonton konser john legend anies tak hadir debat perdana pilgub dki baca lengkap cari digoogle;
nama nomor ganjil janggal jawab;
dekat transparan inklusif pramono anung usaha bangun percaya masyarakat perintah langkah penting tuju jakarta lebih baik;
pramono anung ambisi jadi tanding sepak bola festival olahraga lihat olahraga sarana raya sama harap tarik lebih banyak orang libat giat positif;
paslon nomor urut dharma pongrekun kun wardana beberapa kali sampai program unggul getuk tular adab debat dua pilgub jakarta debat dua usung tema ekonomi sejahtera sosial;
jogja turut saksi;
isu lingkung hidup jadi sorot debat pilgub dki jakarta;
langkah mdh menetukan masa dpn jkt datang tps bukan tpu buka kertas suara masuk;
data sesat;
calon gubernur jakarta nomor urut pramono anung sambang diam aktivis ham saparinah sadli jl brawijaya kebayoran baru jakarta kamis pagi;
makin lesat guys coblos no lebih baik;
anggar janji kampanye sangat mungkin laksana;
neg pait yo rag ono sing milih makane dimanismaniske janji manis calon gubernur jateng;
