tweet_preprocessed;label
pramono anung tunjuk  dialog  masyarakat  kunci  capai bijak  tepat  dengar langsung   rumus program  lebih efektif;
santun  mas pramono  ;
raut wajah ridwan kamil  orang  tengah putus asa  jadi bayangbayang kalah  lintas  pikir beda  raut wajah pramono anung  orang  tengah jemput menang;
sedia pramono anung  dengar keluh  harap masyarakat tunjuk    calon pimpin  rendah hati  mau ajar  rakyat;
pramono anung hasil cipta suasana  akrab  acara  cipinang jadi interaksi  emakemak asa hangat  penuh keluarga   contoh pimpin  humanis;
 komitmen  tingkat insentif kader jumantik pramono anung tunjuk   utama sehat  sejahtera masyarakat   langkah penting tuju jakarta  lebih baik;
pramono anung mampu cipta hubung  harmonis  perintah  masyarakat  dengar harap warga  bangun percaya  kuat  pimpin;
 rangkul emakemak  diskusi pramono anung tunjuk   suara  masyarakat sangat arti   langkah positif tuju perintah  lebih demokratis;
pramono anung   janji program   pasti   program dasar butuh nyata masyarakat  bukti    pimpin  visioner;
berani pramono anung  interaksi langsung  emakemak cipinang  langkah  patut contoh  calon pimpin lain   bentuk pimpin  inklusif  demokratis;
pramono anung  contoh pimpin    bicara   tindak  komitmen  dengar masyarakat  tunjuk   siap  pimpin jakarta  bijaksana;
pramono anung selalu hasil cipta momenmomen harga  edukasi  hibur masyarakat mampu  komunikasi buat semua orang rasa libat;
pramono anung milik visi  jelas  jakarta  perhati butuh masyarakat  tunjuk    calon pimpin  paham tantang  hadap warga;
janji pramono anung  tingkat insentif  kader jumantik  bukti nyata   peduli  sehat masyarakat   langkah strategis  tingkat sejahtera warga jakarta;
pimpin pramono anung lihat  sikap   ragu  interaksi langsung  masyarakat   contoh pimpin  dekat  rakyat  siap jawab harap ;
pramono anung paham penting peran emakemak  masyarakat  dengar   bukti  suara rakyat sangat arti   bijak  ambil;
 jadi insentif  salah satu program utama pramono anung tunjuk   harga  kontribusi  masyarakat   langkah  sangat baik  motivasi kaderkader  kerja  lapang;
mampu pramono anung  respons harap emakemak cipinang tunjuk pimpin  responsif  siap dengar  paham butuh masyarakat  baik;
pramono anung   janji ubah   tunjuk komitmen  realisasi harap warga dekat  inklusif buat masyarakat rasa libat  proses bangun;
janji pramono anung  ganda insentif  kader jumantik  posyandu  langkah nyata  dukung kerja keras  rawan  tunjuk apresiasi  tinggi  kontribusi ;
sikap pramono anung  santai  humoris  interaksi  emakemak cermin pimpin  sahabat  mampu cipta suasana  buat masyarakat rasa nyaman  bicara;
 janji  tingkat insentif kader jumantik  rtrw pramono anung tunjuk   paham penting peran   jaga sehat  sejahtera komunitas;
pramono anung  sosok  mampu jalin dekat  masyarakat berani panggil emakemak  panggung tunjuk komitmen  libat semua lapis masyarakat  bangun jakarta;
 acara  cipinang pramono anung hasil curi perhati  mampu komunikasi  baik    dengar   jawab harap warga  penuh tanggung jawab;
pramono anung tunjuk peduli  dalam  masyarakat cipinang  dengar langsung harap emakemak sikap  ramah  buka cipta suasana  hangat buat warga rasa harga;
pilih tepat  mas pram bang doel  baik bukan   dukung pramdoel menang ;
bismillah;
mantap ahokers  anak abah solid  lawan koalisi gemuk kang emil jakarta  rela pimpin  orang  pernah memfitna persija  pramdoel mnang satu putar;
pramono anung peran  jembatan  bijak lama  baru gabung  baik  dua dunia  cipta solusi  efektif;
pramono anung   fokus  infrastruktur    sejahtera sosial  janji  selesai masalah kartu jakarta pintar  kartu jakarta sehat tunjuk   peduli  butuh masyarakat;
pramono anung  takut  inovasi  bijak publik  rencana  kuat pasu oranye  bangun sumur resap  tunjuk berani  ambil langkahlangkah  perlu  sejahtera jakarta;
pramono anung tunjuk dekat proaktif  tangan masalah banjir  cipete  madu bijak   bukti efektif  komitmen  cipta lingkung  lebih aman  warga;
 alam  paham  dalam  masalah jakarta pramono anung siap  jadi solusi  masalah banjir  sering landa rencana  kuat pasu oranye  bangun sumur resap  langkah  tepat;
 sapa warga cipete selatan pramono anung tunjuk    pimpin  dengar aspirasi masyarakat  rencana  baik salur air  bangun sumur resap  bukti   siap  kerja keras  jakarta;
mas pram  bang doel koalisi sama akar rumput biarpun pasang rido yg kroyok tetap  tokoh politik rawan  akar rumput optimis pramdoel mnang satu putar ;
 upaya  cipta jakarta  lebih baik pramono anung   fokus  infrastruktur    sejahtera sosial  janji  selesai masalah kartu jakarta pintar  kartu jakarta sehat;
pramono anung rencana  atas banjir lokal  cipete  manfaat bijak   bukti efektif belum  kuat pasu oranye  bangun sumur resap pramono tunjuk   paham butuh masyarakat jakarta;
pramono anung calon gubernur jakarta nomor urut tiga tunjuk komitmen  atas masalah banjir  cipete  madu bijak  dahulu basuki tjahaja purnama  anies baswedan;
mang  kompak  ahok aku  ahokers  anak abah jaman now  skrg satu dukung pram doel  maju kota jakarta pramdoel mnang hotw carok polda ntt zayn malik;
cuma pramono anung  rano si doel yg  satu warga jakarta satu jakarta pramdoel mnang wendy anies jepang;
menang mas pram  bang doel tunggal selang  arus dukung  tokoh politik makin nyata ;
menang tinggal selang  ni;
air bersih  jakarta nyaris susah temu pramono anung  rano doel   penuh butuh air bersih  warga jakarta pramdoel mnang;
pramono anung tunjuk berani  hadap bagai tantang    jakarta   kualitas  sangat butuh orang pimpin;
pramono anung komitmen  cipta jakarta  inklusif  mana semua warga rasa libat  milik tempat  bangun kota;
jelang coblos pramonorano  dukung  tokoh muhammadiyah tokoh muhammadiyah agus suradika sampai  diri lihat  sungguh  pramono anung  calon gubernur jakarta  bangun jakarta jadi kota  adil;
meski pwm jakarta beri bebas  warga  pilih dukung  muncul   langsung tunjuk  pramono anung  kandidat  banyak harap;
pramono anung milik mampu  gugah semangat warga jakarta komitmen  bangun kota  jadi sumber inspirasi  masyarakat;
 dukung pramono anung  usaha wujud jakarta  lebih cerah  adil sama   buat ubah;
pramono anung selalu tempat penting rakyat  prioritas utama   sikap  sangat butuh  pimpin jakarta;
pramono anung  bangun jakarta sama masyarakat  percaya  kolaborasi  kunci  cipta ubah  lanjut;
 banyak warga jakarta pramono anung  harap baru  masa depan kota   visi  misi  siap bawa ubah  signifikan;
pramono anung komitmen  jalan perintah  transparan    penting  bangun percaya masyarakat  pimpin ;
alam pramono anung  bidang perintah buat jadi calon gubernur  sangat layak  milik wawas  luas  pimpin jakarta  arah  lebih baik;
 dekat inklusif pramono anung usaha jangkau semua kalang masyarakat jakarta   langkah positif  bangun kota  lebih harmonis;
pramono anung milik aspirasi  besar  jakarta  dukung  bagai pihak  siap  bangun jakarta tuju masa depan  lebih cerah;
integritas pramono anung  calon gubernur tak ragu  dukung  tokoh muhammadiyah bukti    sosok   andal  pimpin jakarta;
pramono anung tunjuk semangat  luar biasa  bangun jakarta sungguh  wujud kota  adil sangat patut apresiasi;
dukung  tokohtokoh penting  agus suradika tunjuk  pramono anung milik komitmen  cipta adil sosial  jakarta   langkah  sangat butuh  ibu kota;
giant mangrove wall misi visi milik mas pram  bang doel pramdoel mnang wendy anies jepang;
satu anak abah  ahokers dukung  kerja keras  menang paslon tgl november;
kalo semua  tuju dgn bang doel gimana kalo   banyak ajar dulu  paslon nomor nih tar thn depan baru deh nyalon  pramdoel mnang wendy anies jepang;
 pimpin  visioner pramono anung tawar harap baru  warga jakarta visi  misi jelas  bawa ubah positif  semua;
pasang calon gubernur  wakil gubernur jakarta nomor urut ridwan kamilsuswono papar jumlah program  atas masalah polusi udara  jakarta;
pasang cagubcawagub nomor urut dharma porengkunkun wardana bakal atas batas air bersih  jakarta salah satu  laku normalisasi sungai  jakarta;
wahai retribusi sampah   bagi  sistem kelola sampah  gimane ceritanye gak butuh retribusi sampah  bagi  pertanggungjawaban  hasil sampah;
bahasa lain lau cuma kurator bro aing panitia ;
tanggap sub tema  tata mukim rano karno sebut tata kampung  libat warga    jauh warga  mata cahari;
model  begini  dukung sama si reiza sami angga geiz nyang boneng aje udah nyontek  goblok lebih goblok  yg bikin contek  mah nyang  ngerusak karya anies  jakarte dapse;
 atas konflik agraria iring tambah duduk ridwan kamilsuswono  bangun dialog   titik temu  bangun huni vertikal  integrasi  pusat ekonomi  transportasi publik;
tiga calon gubernur jakarta  kompak tempat krisis sampah  beban tanggung jawab seolaholah  ada  pundak masyarakat padahal  produsen hasil sampah   turut tanggung jawab berani gak tantang  produsen ;
pasang calon gubernur  calon wakil gubernur jakarta nomor urut ridwan kamilsuswono ungkap masalah utama  dapat  jakarta  ketidakadilan tata ruang politik;
strategi dharma pongrekun  jamin hak warga jakarta dapat akses air bersih   laku naturalisasi  sungai  air layak  konsumsi;
pasang pramono anungrano karno tutur  keliling  jakarta  temu solusi  atas banyak kampung kumuh;
pasang dharma porengkunkun wardana sampai visi  misi  debat  tiga pilkada dki jakarta  sempat   papar program adab   jalan;
si dul anak sial  punya restoranblablablaa hubung apa sama sampah hoaaammmm;
jadi banjir  musibah  anugerah ges;
program pasang calon nomor urut pilkada jakarta pramono anungrano karno anggap progresif khusus kait kesejahteran buruh;
hulu huli hilu hulur hilir nya;
 wujud kota hijau ridwan kamil  banyak ruang kerja  pinggir kota tanam juta pohon banyak rute jaklingko kendara ojek online beri insentif  konversi  kendara listrik;
lengah dikit berantas korupsi;
canggih emang  banyak warga jakarta  ga kena sama pola pikir sama   inti tuhan jaga manusia pimpin jakarta jaga rakyat;
paslon cagubcawagub nomor urut dharma pongrekun  kun wardhana sampai visi misi  debat tiga pilkada jakarta dharma kun bicara soal dampak pandemi covid saksi streaming debat pilkada jakarta ;
asi eksklusif wajib beri  bayi gimana cara ridwan kamil suswono  mikirin  in;
perhati full  ibuibu  ikan asi ekslusif  pir cara  ridwan kamil;
aduh bang doel masa tega bener bilang banten aneh ngurus banten aja kewalahan  curhat  debat kok mau maju jakarta udah bang nyerah aja udah paling pas rido pimpin jakarta;
udeh nyerah aja mas pram paslon no ridwan kamil  buka juta lapang pekerjaansedangkan mas pram cuma rb jauh sekali level mas;
debat dua pilgub jakarta malam engga kalah seru  debat pertama nih detikers  ikut  kutip tarik    debat dua pilgub jakarta malam;
serang ridwan kamil rano karno  cuma tahun jadi gubernur banten n;
momen dharma pongrekun bahas lestari budaya baduy  debat pilkada jakarta n;
rk peluk pramonorano usai saling serang  debat pilkada jakarta  kata timsesnya n;
calon gubernur dki jakarta nomor urut ridwan kamil rk  suara rencana bangun disneyland  pulau ribu  debat pilkada minggu n;
rano karnovmendapat sorot tajam kait pimpin  jabat  gubernur banten  debat dua pilkada jakarta minggu n;
entah  paslon  bisa cuma nyontek gk punya gagas  ide gmn ngasih ide wong gak punya alam   pdip situ ku pilih lawan    yg lurus pramono rano ridwan kamil suswono najwa shihab;
entah  paslon  bisa cuma nyontek gk punya gagas  ide gmn ngasih ide wong gak punya alam   pdip situ ku pilih lawan    yg benar pramono rano ridwan kamil suswono dharma kun;
rido program anggar rp miliar  masingmasing rw  seluruh wilayah jakarta;
rido pasti kombinasi program  sinergi tuju indonesia emas;
nyata bg doel  muter muter dah sombong  liat;
jadi calon pimpin kok sombong  sih;
jakarta kota festival tanah abang bakal dunia;
 penting liat pinter salah data urus belakang;
jakarta kota festival ridwan kamil tanah abang siap dunia;
rido pasti asi ibu susu  sehat;
pascadebat calon gubernur jakarta nomor urut dharma pongrekun jelas korelasi  suku baduy  tanya  debat calon gubernur  calon wakil gubernur jakarta  minggu;
calon gubernur  wakil gubernur jakarta nomor urut ridwan kamil  suswono umum rencana   cipta juta lapang kerja  sampai visi  misi  debat dua pilkada jakarta;
cagub nomor urut pramono anung nyata  buka hingga ribu lapang kerja baru  jakarta nyata  sampai  debat dua pilgub jakarta  gelar  ancol jakarta utara;
siap dukung mas pram;
nyala mas pramkoe;
menyalaaa maspramkoe bangdoel;
ketua timses rido capai;
nyala abangkoe;
cawagub jakarta nomor urut kun wardana komitmen  tingkat sejahtera  guru  cara usaha tingkat status guru   jadi pegawai perintah  janji kerja pppk;
 debat apa lomba baca pidato kok noleh contek terus  tanggap lord;
paslon nomor urut dharma pongrekun  kun wardana beberapa kali sampai program unggul   getuk tular adab  debat dua pilgub jakarta debat dua  usung tema ekonomi  sejahtera sosial;
stunting utama  siap generasi  indonesia emas;
program dokter keliling  lansia  disabilitas   mobil curhat  solusi tingkat stress warga jakarta;
hehehe malu  kena skak;
cagub jakarta nomor urut dharma pongrekun kata  siap program getuk tular adab  semua masalah program   bina konsumen maupun produsen;
berantas stunting  penting;
cuti  ibu  susu;
tahan pangan lama rido jadi gubernur;
mantap kih buat warga jakarta cagubcawagub nomor urut pramono anungrano karno  siap bantu promosi umkm   saing  domestik maupun  global;
ridwan kamil didik gratis swasta  sd  sma;
pasang ridwan kamil suswono jelas syarat tuju indonesia emas     generasi ikut  kena stunting    ungkap  debat dua plgub jakarta;
cagub jakarta nomor urut dharma pongrekun kata apa  rasa dagang tanah abang akibat  pandemi pandemi  akibat deflasi  akibat banyak pabrik  tutup;
sekolah gratis  sd  sma baik swasta maupun negri;
mas pram baik  warga jakarta ;
ininih pimpin  paling tunggu warga jakarta;
pecah dukung rdo membludak  lokasi debat cagub jakarta ;
jalan segala situasi  iring doa istri masya allah pasang terlove;
kopi  cukur gratis semarak debat dua pilkada jakarta;
live debat dua pilkada jakarta ridwan kamilsuswono dharmakun pramonorano;
 baru calon pimpin selalu minta doa restu orang tua  mulai ;
sambut  seremonial  gak perlu;
jakmania nyata dukung mas pram ;
tum jakmania dukung mas pram nyata;
mas pram ganti pak teddy  baik hati;
paslon cagub  cawagub nomor urut pilkada jakarta dharmakun  tiba  lokasi debat dua pilkada jakarta hari ;
sang eksekutor mulai aksi;
janji maspram  jakarta lebih bahagia  semua aspek;
luas pipalisasi  air lebih bersih  jakarta;
siap nonton debat pilkada jakarta;
gagas mas pram memang baik;
jakarta sayang gue kata bangdoel;
saking gak  ide  pasang ridwan kamil  suswono sampesampe keluar narasi sampah;
survey melesaaat tinggi;
paslon cagub  cawagub nomor urut pilkada jakarta pramono anung  rano karno  tiba  lokasi debat dua pilkada jakarta hari ;
paslon cagub  cawagub nomor urut pilkada jakarta ridwan kamilsuswono  tiba  lokasi debat dua pilkada jakarta hari ;
program baru pasang baik  rilis malam   debat dua;
kpu dki  gelar debat dua pilkada jakarta  malam  panelis  aju tanya  rupa hasil diskusi  masyarakat   jadi topik  debat dua sebut;
pasang calon gubernur  calon wakil gubernur jakarta nomor urut dharmakun percaya diri hadap debat dua pilkada jakarta khusus soal ekonomi;
calon wakil gubernur nomor urut suswono sebut  diri  pasang calon gubernur ridwan kamil  siap isuisu khusus  bakal bawa  debat dua malam ;
simak papar visi misi tiga paslon  pilih indoneisia debat dua pilkada jakarta  minggu oktober mulai pukul wib live  cnn indonesia tv;
tiga calon gubernur  wakil gubernur jakarta   sampai wawas  adu gagas kali  tema  bahas  ekonomi  sejahtera sosial;
amat nilai paslon pilkada jakarta  berani bahas usia kendara;
jurnalis senior john adja nilai  debat dialogis  asa pernyataanpernyataan  lontar  nyambung  program  janji politik spekulatif nonton debat cagub jakarta batas retorika ;
kpu dki evaluasi debat pertama pilkada jakarta  alas;
ridwan kamil serah nilai debat perdana  masyarakat;
debat perdana pilgub jakarta paslon  nilai konkret tawar gagas kota global;
debat perdana serta pilkada jakarta  selenggara  jiexpo mayor jakarta pusat minggu  selesai debat tutup  penuh rasa hangat paslon nnn;
tujuh poin penting  awas bawaslu  debat pilkada;
kip jakarta usul tema transparansi debat pilkada jakarta;
calon gubernur jakarta nomor dharma pongrekun minta masyarakat  lihat isu      isu asli  rupa infiltrasi asing lewat isu sehat lewat pandemi;
atas macet jakarta pramono anung sebut transjakarta  cukup transjabodetabek lengkap;
solusi macet jakarta dharma pongrekun perlu tanam budaya antri  anakanak lengkap;
ridwan kamil ikan solusi macet  jakarta  adakan perahu lintas sungai lengkap;
momen ridwan kamil senyamsenyum dengar jawab dharma pongrekun  debat pilgub dki jakarta pramono anung agus harimurti yudhoyono bahrain kapolres boyolali istri lord rangga;
 mungkin  coba inovasi buat river way  perahu lintas sungai  jakarta kemudian  luas flyover  butuh  reality kata;
dharma kata    paling krusial  segera atas macet  jakarta  segera laku aksi nyata bukan diskusi  perlu segera eksekusi bukan  diskus kata dharma;
pramono anungrano karno  pasang cctv  seluruh rtrw  jakarta   cctv rusak  curi  warga pramonorano janji  tetap pasang cctv  tetap  lihat masalah;
nonton debat perdana ga tadi jaa siapa lebih unggul jangan bilang manchester united  mah ga kalah  seri;
nonton debat perdana ga tadi jaa siapa lebih unggul;
cawagub jakarta kun wardana sorot ada ketidakcocokan  syarat terampil  lowong kerja  kompetensi  cari kerja khusus gen z     kerja  maksimal;
calon wakil gubernur jakarta nomor urut suswono sorot jakarta    ada  posisi  kota polusi  dunia ridwan kamilsuswono target  tanam juta pohon  jakarta;
tanggap masalah lapang kerja  anak muda cawagub nomor urut suswono yakin gen z   perlu khawatir  ridwan kamilsuswono  cipta lapang kerja  banyak;
gratis   manfaat buat masyarakat  bagus  kan alas   gratis  masyarakat gak mampu bayar jadi lebih baik pastiin dulu masyarakat mampu bayar tau sendiri gimana pelayanankualitas   gratis;
cagub jakarta nomor urut pramono anung tanggap doa  sampai  cagub jakarta nomor urut dharma kun   jadi presiden pramono kata  diri  maju  pilkada  saksi ;
calon gubernur jakarta nomor urut ridwan kamil janji  beri kopi gratis  generasi z  gen z  kerja  rumah  wfh   ridwan kamil   banyak coworking  sewa gratis buat gen z  jakarta saksi ;
calon gubernur jakarta dharma pongrekun tegas penting mandiri internet  lindung data pribadi masyarakat jakarta utama  seluruh indonesia;
 jawab tanya  pramono anung dharma pongrekun dadak dukung pramono jadi presiden ri   jadi staf ahli bidang cyber security;
calon gubernur jakarta pramono anung yakin  program pasang cctv   rt  rw  jakarta  tingkat awas  waspada  kurang tindak negatif  bullying hingga selingkuh;
macet jadi isu  seksi buat bahas  nah paslon nomor urut rksuswono kata sih mau inovasi buat bikin transportasi  sungai udah siap arung sungai ciliwung gaes;
cek fakta debat calon gubernur dki jakarta nomor urut sebut pandemi covid rupa agenda selubung kuat asing  ambil kedaualatan indonesia lewat isu sehat benar;
calon wakil gubernur nomor urut rano karno kata  bangun blk  balai latih kerja modern  tingkat  kembang mampu generasi z  gen z;
 perang yelyel nih pas awal sampai visi misi  chakep;
calon wakil gubernur jakarta nomor urut rano karno tanggap nyata calon wakil gubernur jakarta nomor urut suswono  calon wakil gubernur nomor urut kun wardana soal masalah kerja gen z saksi ;
calon wakil gubernur jakarta dharma pongrekun  penuh emosional sampai  pandemi  agenda selubung  pihak asing;
calon wakil gubernur jakarta nomor urut suswono kata generasi z  gen z  perlu khawatir kait minim lapang kerja turut pasang ridwan kamilsuswono  cipta banyak lapang kerja  gen z saksi ;
cawagub jakarta nomor urut rano karno bicara soal masalah kerja anak muda jakarta  bang doel populasi gen z sangat besar  perlu buat guidanceguidance  penjuru  potensi  kembang saksi ;
cawagub jakarta nomor urut rano karno tanggap nyata cawagub jakarta nomor urut suswono rano karno kata  jakarta   selesai masalah sendiri   diri lihat aglomerasi  depan saksi ;
calon gubernur jakarta ridwan kamil kata jakarta  jadi kota  adil   rk pilih jadi gubernur   warga  rasa  adil   lapor  diskus;
 kurang macet  jakarta paslon nomor urut ridwan kamilsuswono  kurang gera  terap work from home gilir  kerja  bagai industri  efektif;
anies baswedan pilih konser john legend ketimbang nonton debat pilgub jakarta;
calon wakil gubernur jakarta rano karno kata masyarakat jakarta perlu ubah pola pikir  lihat budaya jadi buah sumber daya  maju jakarta  depan;
sumpah jakarta  kayak ginian calon pimpin lu;
siap adu gagas ikut jadwal debat pilkada jakarta;
calon gubernur jakarta dharma pongrekun menitikberatkan konsep bangun kota jakarta  eksekusi bukan diskusi;
atas macet  jakarta dharmakun  baik  optimal manajemen trek kendara siap kantongkantong parkir  aman  pasti nyaman  disabilitas lansia ibu hamil  anakanak;
ribu orang anggur  jakarta paslon nomor urut pramono anungrano karno  sedia job fair  bulan sekali sedia day care  pusat kantor  jamin hakhak perempuan penuh;
btw fans emyu syukur bareng dgn pokoke forever;
 pilih calon gubernur jakarta pramono anung  turun standar minimal didik  tugas ppsu  belum slta  turun jadi sekolah dasar;
ikut visimisi paslon pramonorano  milik tema pokok kagak ribet dah;
  siapa  kuasa tema debat malam ;
 papar visi misi  paslon nomor urut dharma pongrekunkun wardana tekan perlu adab  pondasi  wujud adil sosial  tuju kota global;
kredit mesrabank emok ga sih bang emil gatau aja gang gang dalam jakarta  bnyk emak emak yg stres karna bank emok ;
cek fakta debat calon gubernur dki jakarta nomor urut pramono anung sebut banyak ribu orang  anggur  jakarta benar baca verifikasi data  sini;
ikut visimisi paslon ridwan kamilsuswono  milik tema jakarta baru jakarta maju;
  paslon nomor darma kun baru buka dah belibet euy warga jakarta;
ridwan kamil dukung banyak utang ;
nonton yuk udah mulai ni;
 pasang calon gubernur  wakil gubernur jakarta ridwan kamilsuswono  dharma pongerekunkun wardana lihat  tiba  debat perdana pilgub jakarta malam   jiexpo mayor jakarta pusat;
 tiba  jiexpo pasang calon gubernur  wakil gubernur jakarta pramonorano sambut kelompok pria  kena beskap lengkap  blangkon;
 tiba  jiexpo calon gubernur jakarta ridwan kamil joget tipis usai keluar  mobil;
 perdana  tema  usung  kuat sumber daya manusia sdm  transformasi jakarta jadi kota global tema sebut pilih  tahu visi  misi  masingmasing calon gubernur  wakil gubernur jakarta ;
suasana aman jelang perdana   selenggara malam  pukul wib  grand ballroom jakarta international expo jiexpo convention centre and theatre mayor jakarta pusat sumber foto antaraaprillio akbar;
pasang cagubcawagub jakarta nomor urut pramono anungrano karno latih sama  kompak dua  siap materi  bagi waktu saksi ;
breaking news debat perdana pilkada jakarta rksuswono dharmakun pramonorano adu gagas streaming  sini;
debat pertama pilkada jakarta  laksana malam  minggu mulai pukul wib  grand ballroom jiexpo convention centre and theatre mayor jakarta pusat;
ikut  profil singkat anisha dasuki  jadi salah satu debat pilkada jakarta hari  oktober;
debat perdana pilgub jakarta gelar minggu debat perdana  usung tema kuat sumber daya manusia  transformasi jakarta jadi kota global aas langkap;
jangan lewat papar visi misi tiga pasang calon gubernur  wakil gubernur jakarta  perdana  minggu oktober mulai pkl wib live  kompastv streaming;
jakarta panggil jangan lewat debat perdana pilkada jakarta minggu oktober wib live inews election center;
kpu provinsi jakarta  sedia segmentasi khusus  cagub  cawagub  saling jawab  debat perdana pilgub jakarta  oktober datang  kpu larang guna singkat  istilah   familiar;
tema besar  angkat jadi tema perdana debat pilih gubernur jakarta    kuat sdm  transformasi jakarta jadi kota global;
komisi pilih umum kpu jakarta usung tema transformasi jakarta  tema debat pertama pilgub jakarta debat  gelar  hari minggu tanggal oktober;
tiga paslon cagub  cawagub jakarta  adu visi  misi  kembang jakarta  lima tahun  depan simak papar ide  gagas    live  kompastv streaming;
pilih paslon anis sandi lebih bijak santun bicara cerdas nyata kerja ingat anis sandi;
 timses calon nomor silah  tonton  bagi;
jangan salah pilih gubernur ;
analisa akhir debat cagub dki final;
ds bgmaina mrumuskn  mmbuat kua pphs sukt akn mmbuat dgn baik  msuk akal netizencaranya;
jadi bapak ibu jgn mau d bohongin pakai naek bus kali;
 muncul polling siapa yg layak jadi ikut ;
 anies  ira koesno  pak djarot   wib;
 santun   mesra dgn firza yg teriak bunuh ahok;
semua survey menang;
 lihat tadi  ;
alhamdulillah insyaallah yakin;
debat mata najwa jauh lebih tarik lebih seru  debat kpu;
lucu paslon udah maaf     fans fanatisnya;
 cinta antara   gegara ;
 jadi  jadi liat ga konsisten kalo   konsisten prinsip  jadi;
kunci  pihak;
sudah saudara henti saling hujat saling sindir saling remeh  satu  fakta kebhinekaan;
org iman pilih  se iman ktanya layan msyarakat layan kq maki tua periksa  grogol biar sehat;
format debat yg selenggara  bnyk tanya publik formaty katrok;
pamungkas  the loser is;
meanwhile langsung iklan teteupp  peeriindooo jaya indonesaaa;
 anies  ira koesno   sandi  wib;
debat pamungkas kelas  tak lupa  pandu acara ira koesno bikin acara bikin greget;
sosok oke oce  balik;
mas asal ngomong terus malu sama;
sangat tuju mas agus orang  manis mulut mmg sgt cenderung ngga tegas   jujur;
sandi alas gak tahu kua ppas emang alam  birokrasi program  oc implementasi  kua ppas gimana;
makin didengerin omong anis makin  ngeblunder tanya apa jawab apa kagak jls;
bingung spt teori dramaturgi ngomong tolak pecah tp slalu besar pecah n mncptkn jurang prbedaan;
debat malam  ga mutu ms lebih bagus acara debat  pandu  ;
kecewa kamu  jalan debat final pilkada jkt;
anis sandi menang;
saluut bangay buat pak anies  bang sandi;
jangan bohong akal sehat;
nyimak aja;
nyemak pora;
debat yg tarik intine sopo sing bakal menang lan kalah kudu terimo legowo mergo kui laku lampahe kesatriyo;
moga  baik  menang;
kirain udang rebus cm   muara angke aja nyata  jg bs liat muka yg kayak udang rebus;
untung gapunya tipi jadi ga nonton;
kayak hampir semua tanya paslon no gak  jawab sama paslon no apa mungkin aku  gak ngerti ;
negara  butuh pemuda cari solusi bukan pesimis  caci;
habis muncul trending topic  twitterahhh syudahlah;
nyambung gitu jawab;
strategi  yg ajar motivator  jual produk;
parah lebih dr pilih  jakarta pilih dasar isu sara and ignoring the important aspects gbu ahok;
haji lulung mulai ketar tir yah merhatiintimeline after;
tebak nelayan yg tadi baca tanya blep blep kaya ikan mujer kurang air  tadi bayar berapa;
 segmen akhir sama presscon asumsi yg digunain kalau menang mulu klo kalah gimana pak anies;
hari    hari depan twitter   bahas;
 gw yg goblokgk paham ttg rmh gk bs ngerti dtmbh oke oce  brpihk pd rakyat miskiny salam;
pilih yg kanan buat baik jangan  kiri  buat masuk jamban;
katakata anies  jauh lbh bmanfaat kalau  ilmuwan yg bs mgubah katakata jadi sumber tenaga listrik;
miris tu nntn debat   sesi  krna lu  kerja tugas  rasa sprti nano nano manis asam asin;
 ahokers niat banget ken jatohin pak anies yg cari salah terus share disosmed kotor;
allahualam cuman allah  tau siapa   gue pilih cuman allah  tau  gue pilih orang sebut;
ibarat tamu kondangan nih kira prasmanan eh nyata uda disiapin gadogado kerupuk ayem ;
mungkin  lebih baik program hri yg  siap dalam ;
dp tetep absurd  malam ;
jangan mao terkotakkotak tar lo jadi koplak udah banyak yg otak somplak;
hayoo maenkan ;
 tadi enggak  jawab mutar muter aja jawab kayak komedi puternggak  simpul;
anies gubernur baru  buat perda syariah  keliru oke fix pak anies kata   perda syariah;
debat selesai jam berapa eh doi bikin polling duluan;
debat yg sudut  sayamenurutmu;
harus tiap wakil komunitas bawah sendiri tanya yg independen bukan  dekte kaya gitu;
 lihat hasil siapa pilih ;
tuju  pak gozali ada komunitas bias  debat  but pak  kuat dgn argumen;
jakarta kgk bth teori  retorika jakarta butuh action  eksekusi;
bukan apaapa sih cuma kes timpang  konten  tanya hampir semua komplain thats not cool;
debat pamungkas done baru rasa deh lapernya;
gw pen ngetweet  ttg kali  tapiii;
duhh kua;
kalo  alquran sih muslim pilih pak anies kalo kalian  tentang silah pilih pak ahok;
tinggal;
 nonton malam  jadi;
motong orang bicara  sedang bicara  sangat  sopan pak jangan ulang ;
tetep mata najwa yg paling top dhe;
 oce ogah kerja ogah cape;
final aneh kata tanya undi  kok moderator  ngoreksi pas salah satu komunitas ngebacain drafted;
layan rakyat  pimpin rakyat;
statemen akhir pak basuki tunjuk sikap orang negarawan merinding;
yakin aniesandi menang tunggu hasil surveysurvey  bayar paslon;
bkn mslh menang  kalah debat kan udah liat kerja lama periode pilih   nyata kerja;
jadi pimpin  cuma satu adil  pihak  terima suap ahok;
ahok pernah bilang kalah pilkadapun   kecewa krn jabat  amanah tp gw kecewa;
hasil poling pd menang anies sandi menang lg no;
debat nya ga asik kecewa;
paslon lihat sangat  paslon banyak ngoceh ngoceh;
 sih  ngejelekin pak aniessandi kalo gak suka  biasa aja gak usah  ngejelekin ngetweet  ;
kurang seru dgn format debat   moderator kurang hidup debat;
pasang ahokjarot sdh  hasil kerja  paslon msh retorika ;
